timestamp,location,price,last4ccnum
01/09/2014 20:39,Guy's Gyros,35.05,7384
01/09/2014 20:41,Hippokampos,9.13,2463
01/09/2014 20:45,Frydos Autosupply n' More,276.75,3853
01/09/2014 21:01,Hippokampos,24.96,6895
01/09/2014 21:09,Guy's Gyros,31.31,4434
01/09/2014 21:12,Hippokampos,23.66,8156
01/09/2014 21:13,Shoppers' Delight,258.43,2681
01/09/2014 21:18,Katerina’s Café,8.57,1310
01/09/2014 21:27,Albert's Fine Clothing,229.98,8332
01/09/2014 21:38,Hippokampos,10.12,9635
01/10/2014 07:34,Hallowed Grounds,16.75,8129
01/10/2014 07:35,Brew've Been Served,15.85,6816
01/10/2014 07:40,Coffee Cameleon,8.51,7253
01/10/2014 07:41,Hallowed Grounds,12.03,1874
01/10/2014 07:41,Hallowed Grounds,8.34,9617
01/10/2014 07:41,Hallowed Grounds,11.49,1310
01/10/2014 07:45,Brew've Been Served,5.01,3484
01/10/2014 07:45,Hallowed Grounds,11.38,3492
01/10/2014 07:46,Hallowed Grounds,17.63,2681
01/10/2014 07:47,Brew've Been Served,44.88,4948
01/10/2014 07:47,Coffee Cameleon,11.54,5921
01/10/2014 07:48,Brew've Been Served,13.32,9405
01/10/2014 07:49,Hallowed Grounds,10.34,7889
01/10/2014 07:49,Brew've Been Served,89.93,9683
01/10/2014 07:50,Hallowed Grounds,10.76,7108
01/10/2014 07:51,Brew've Been Served,12.77,5407
01/10/2014 07:54,Brew've Been Served,83.44,7384
01/10/2014 07:54,Coffee Cameleon,9.69,2418
01/10/2014 07:55,Brew've Been Served,85.91,5368
01/10/2014 07:56,Brew've Been Served,97.25,4795
01/10/2014 07:56,Brew've Been Served,90.72,7354
01/10/2014 07:59,Abila Airport,4039.36,9614
01/10/2014 08:01,Brew've Been Served,5.89,1286
01/10/2014 08:01,Brew've Been Served,5.31,6901
01/10/2014 08:06,Hallowed Grounds,9.34,6691
01/10/2014 08:09,Brew've Been Served,14.45,3853
01/10/2014 08:09,Brew've Been Served,3.03,7819
01/10/2014 08:11,Coffee Cameleon,13.25,2142
01/10/2014 08:17,Brew've Been Served,8.47,8202
01/10/2014 08:17,Brew've Been Served,12.64,4434
01/10/2014 08:20,Brew've Been Served,14.36,8411
01/10/2014 09:09,Carlyle Chemical Inc.,227.81,9614
01/10/2014 09:30,Kronos Mart,203.91,7688
01/10/2014 10:00,Nationwide Refinery,1552.82,9735
01/10/2014 10:40,Nationwide Refinery,2302.73,9614
01/10/2014 11:49,Stewart and Sons Fabrication,4074.1,9735
01/10/2014 12:00,Bean There Done That,15.39,1415
01/10/2014 12:00,Bean There Done That,3.92,9635
01/10/2014 12:00,Brewed Awakenings,13.82,7688
01/10/2014 12:00,Jack's Magical Beans,15.69,6899
01/10/2014 12:00,Brewed Awakenings,6.17,2540
01/10/2014 12:00,Bean There Done That,13.41,1877
01/10/2014 12:00,Brewed Awakenings,13.9,8332
01/10/2014 12:00,Bean There Done That,18.67,1321
01/10/2014 12:00,Bean There Done That,9.3,6895
01/10/2014 12:00,Jack's Magical Beans,16.29,9241
01/10/2014 12:00,Jack's Magical Beans,5.46,8156
01/10/2014 12:00,Jack's Magical Beans,8.22,2463
01/10/2014 12:10,Stewart and Sons Fabrication,4195.49,9614
01/10/2014 13:08,Chostus Hotel,133.25,9683
01/10/2014 13:11,Chostus Hotel,197.41,2540
01/10/2014 13:12,Guy's Gyros,36.44,8156
01/10/2014 13:16,Ouzeri Elian,30.71,9551
01/10/2014 13:20,Hippokampos,79.26,4795
01/10/2014 13:25,Guy's Gyros,26.76,6816
01/10/2014 13:27,Guy's Gyros,15.93,7253
01/10/2014 13:29,Abila Zacharo,113.33,6899
01/10/2014 13:30,Katerina’s Café,34.76,7688
01/10/2014 13:30,Kalami Kafenion,35.69,3484
01/10/2014 13:35,Gelatogalore,26.15,1415
01/10/2014 13:35,Ouzeri Elian,35.24,3853
01/10/2014 13:35,Kalami Kafenion,101.5,9241
01/10/2014 13:36,Abila Zacharo,36.73,1310
01/10/2014 13:36,Katerina’s Café,25.36,7354
01/10/2014 13:38,Guy's Gyros,26.68,7384
01/10/2014 13:38,Katerina’s Café,21.22,2418
01/10/2014 13:40,Hippokampos,32.01,2463
01/10/2014 13:44,Guy's Gyros,38.15,8411
01/10/2014 13:44,Ouzeri Elian,20.46,9405
01/10/2014 13:45,Kalami Kafenion,27.48,5407
01/10/2014 13:46,Abila Zacharo,31.34,2681
01/10/2014 13:47,Guy's Gyros,31.5,9635
01/10/2014 13:47,Katerina’s Café,25.62,6895
01/10/2014 13:47,Katerina’s Café,24.33,2142
01/10/2014 13:50,Ouzeri Elian,15.25,1877
01/10/2014 13:52,Guy's Gyros,31.05,1321
01/10/2014 13:53,Kalami Kafenion,24.3,4434
01/10/2014 13:57,Guy's Gyros,16.34,8129
01/10/2014 13:57,Ouzeri Elian,24.74,5368
01/10/2014 13:58,Hippokampos,39.89,6901
01/10/2014 13:59,Abila Zacharo,8.22,1874
01/10/2014 14:01,Abila Zacharo,16.12,3492
01/10/2014 14:03,Abila Zacharo,36.38,7819
01/10/2014 14:07,Hippokampos,11.61,7117
01/10/2014 14:07,Ouzeri Elian,30.93,9617
01/10/2014 14:08,Katerina’s Café,77.62,7108
01/10/2014 14:09,Abila Zacharo,9.32,6691
01/10/2014 14:11,Gelatogalore,32.19,8202
01/10/2014 14:20,Hippokampos,10.16,4948
01/10/2014 14:41,Octavio's Office Supplies,139.72,4795
01/10/2014 16:07,Octavio's Office Supplies,64.51,7253
01/10/2014 18:52,Ouzeri Elian,19.92,6899
01/10/2014 18:57,Frydos Autosupply n' More,98.39,7889
01/10/2014 19:45,Guy's Gyros,23.61,6816
01/10/2014 19:46,Hippokampos,48.22,1415
01/10/2014 19:50,Katerina’s Café,19.57,8129
01/10/2014 19:54,Guy's Gyros,27.78,4795
01/10/2014 19:56,Hippokampos,19.88,7117
01/10/2014 19:56,Katerina’s Café,21.89,5921
01/10/2014 20:02,Frydos Autosupply n' More,43.65,8202
01/10/2014 20:08,Katerina’s Café,15.76,9405
01/10/2014 20:09,Hippokampos,70.48,7688
01/10/2014 20:09,Katerina’s Café,8.14,8411
01/10/2014 20:09,Guy's Gyros,29.81,6901
01/10/2014 20:11,Albert's Fine Clothing,126.13,6895
01/10/2014 20:15,Frydos Autosupply n' More,237.08,7384
01/10/2014 20:17,Shoppers' Delight,279.53,7819
01/10/2014 20:20,Guy's Gyros,35.54,7108
01/10/2014 20:23,Guy's Gyros,37.37,3853
01/10/2014 20:42,Katerina’s Café,21.28,5407
01/10/2014 20:50,Hippokampos,17.21,8332
01/10/2014 21:11,Roberts and Sons,241.2,7354
01/10/2014 21:13,Guy's Gyros,25.81,5368
01/10/2014 21:17,Hippokampos,27,8156
01/10/2014 21:28,General Grocer,227.28,4434
01/10/2014 22:21,Hippokampos,79.97,2463
01/11/2014 13:19,Katerina’s Café,45.22,8156
01/11/2014 13:23,Katerina’s Café,45.21,2418
01/11/2014 13:32,Katerina’s Café,29.1,6895
01/11/2014 13:32,Abila Zacharo,54.82,1310
01/11/2014 13:33,Abila Zacharo,89.54,2540
01/11/2014 13:35,Gelatogalore,17.31,9617
01/11/2014 13:36,Hippokampos,103.38,4434
01/11/2014 13:37,Hippokampos,75.62,9551
01/11/2014 13:37,Hippokampos,82.23,6691
01/11/2014 13:40,Ouzeri Elian,19.11,8129
01/11/2014 13:43,Katerina’s Café,71.65,3484
01/11/2014 13:47,Hippokampos,31.1,7688
01/11/2014 13:50,Katerina’s Café,23.45,1321
01/11/2014 13:51,Abila Zacharo,32.02,7253
01/11/2014 13:59,Gelatogalore,18.74,3853
01/11/2014 14:09,Kalami Kafenion,35.66,7117
01/11/2014 14:16,Kalami Kafenion,39.36,7108
01/11/2014 14:17,Katerina’s Café,26.02,2142
01/11/2014 14:19,Abila Zacharo,45.2,6901
01/11/2014 15:15,Shoppers' Delight,157.45,9617
01/11/2014 15:20,Shoppers' Delight,238.52,2418
01/11/2014 15:31,General Grocer,78.02,8129
01/11/2014 16:00,Roberts and Sons,256.24,1310
01/11/2014 16:01,Albert's Fine Clothing,211.47,4434
01/11/2014 16:09,Frydos Autosupply n' More,52.73,7688
01/11/2014 16:24,Ahaggo Museum,89.32,4795
01/11/2014 17:16,Ahaggo Museum,52.14,9683
01/11/2014 19:08,Katerina’s Café,55.67,9617
01/11/2014 19:17,Kalami Kafenion,23.86,7819
01/11/2014 19:21,Ouzeri Elian,69.36,6899
01/11/2014 19:26,Hippokampos,66.21,7688
01/11/2014 19:27,Albert's Fine Clothing,105.33,8156
01/11/2014 19:27,Hippokampos,32.63,9683
01/11/2014 19:29,Hippokampos,63.21,4795
01/11/2014 19:31,Katerina’s Café,33.18,2142
01/11/2014 19:32,Katerina’s Café,20.71,6691
01/11/2014 19:33,Hippokampos,11.13,1877
01/11/2014 19:34,Guy's Gyros,55.36,6816
01/11/2014 19:40,Katerina’s Café,57.36,2540
01/11/2014 19:44,Shoppers' Delight,149.2,9551
01/11/2014 19:45,Hippokampos,63.21,8332
01/11/2014 19:50,Katerina’s Café,12.55,7889
01/11/2014 19:51,Katerina’s Café,45.68,1310
01/11/2014 19:52,Katerina’s Café,15.72,8411
01/11/2014 19:53,Hippokampos,67.37,9635
01/11/2014 19:57,Guy's Gyros,36.2,5368
01/11/2014 20:00,Katerina’s Café,25.76,4948
01/11/2014 20:04,Kalami Kafenion,50.2,1286
01/11/2014 20:04,Ouzeri Elian,16.69,2681
01/11/2014 20:06,Katerina’s Café,52.45,8202
01/11/2014 20:06,Guy's Gyros,33.65,7384
01/11/2014 20:09,Guy's Gyros,16.33,7354
01/11/2014 20:13,Frydos Autosupply n' More,211.15,5407
01/11/2014 20:13,Katerina’s Café,9.78,9405
01/11/2014 20:22,Frydos Autosupply n' More,236.25,8129
01/11/2014 20:23,Hippokampos,70.23,1415
01/11/2014 20:24,Katerina’s Café,94.68,2418
01/11/2014 20:26,Frydos Autosupply n' More,261,6901
01/11/2014 20:27,Hippokampos,69.8,7117
01/11/2014 20:30,Kalami Kafenion,46.78,7108
01/11/2014 20:46,Katerina’s Café,57.6,1874
01/12/2014 03:39,Kronos Mart,277.26,8156
01/12/2014 13:03,Ouzeri Elian,38.55,8332
01/12/2014 13:17,Ouzeri Elian,98.45,5407
01/12/2014 13:25,Hippokampos,12.55,2142
01/12/2014 13:28,Ouzeri Elian,24.72,7819
01/12/2014 13:30,Ouzeri Elian,72.32,1310
01/12/2014 13:31,Guy's Gyros,34.74,6901
01/12/2014 13:32,Ouzeri Elian,117.22,8156
01/12/2014 13:35,Hippokampos,29.2,7117
01/12/2014 13:40,Gelatogalore,20.09,1286
01/12/2014 13:45,Abila Zacharo,11.2,9683
01/12/2014 13:45,Desafio Golf Course,129.33,2463
01/12/2014 13:52,Kalami Kafenion,54.36,2540
01/12/2014 13:54,Hippokampos,8.54,7889
01/12/2014 13:55,Kalami Kafenion,14.59,3492
01/12/2014 14:04,Hippokampos,12.57,1874
01/12/2014 14:06,Hippokampos,71.99,9551
01/12/2014 14:13,Desafio Golf Course,220.77,7688
01/12/2014 14:14,Desafio Golf Course,198.46,8332
01/12/2014 14:16,Guy's Gyros,30.47,8129
01/12/2014 15:10,Shoppers' Delight,135.78,1310
01/12/2014 15:24,Shoppers' Delight,86.22,1286
01/12/2014 15:32,Shoppers' Delight,204.37,7819
01/12/2014 15:46,General Grocer,159.3,7117
01/12/2014 15:49,Albert's Fine Clothing,195.81,2142
01/12/2014 16:08,Shoppers' Delight,51.5,3547
01/12/2014 16:27,Ahaggo Museum,120.2,6901
01/12/2014 19:18,Katerina’s Café,12.64,7889
01/12/2014 19:21,Katerina’s Café,11.81,7253
01/12/2014 19:22,Hippokampos,27.15,1321
01/12/2014 19:26,Guy's Gyros,42.32,7108
01/12/2014 19:26,Shoppers' Delight,211.03,7384
01/12/2014 19:29,Hippokampos,66.63,1415
01/12/2014 19:32,Guy's Gyros,34.41,3853
01/12/2014 19:35,Hippokampos,49.23,6895
01/12/2014 19:36,Guy's Gyros,12.32,7354
01/12/2014 19:43,Katerina’s Café,40.94,5407
01/12/2014 19:44,Hippokampos,26.79,8332
01/12/2014 19:47,Katerina’s Café,17.36,3492
01/12/2014 19:50,Gelatogalore,36.2,1286
01/12/2014 19:51,Hippokampos,52.21,8156
01/12/2014 19:52,Frydos Autosupply n' More,88.93,5368
01/12/2014 19:58,Albert's Fine Clothing,63.36,1877
01/12/2014 19:59,Ouzeri Elian,55.55,6899
01/12/2014 20:04,Katerina’s Café,39.3,8129
01/12/2014 20:05,Hippokampos,78.21,9635
01/12/2014 20:11,Katerina’s Café,67.14,3547
01/12/2014 20:12,Katerina’s Café,15.37,9405
01/12/2014 20:13,Katerina’s Café,39.55,2142
01/12/2014 20:15,Hippokampos,69.41,2540
01/12/2014 20:17,Katerina’s Café,16.34,8411
01/12/2014 20:35,Katerina’s Café,40.25,4948
01/12/2014 20:38,Hippokampos,63.32,7688
01/12/2014 20:43,Frydos Autosupply n' More,161.96,8202
01/12/2014 20:48,Katerina’s Café,87.09,1874
01/13/2014 03:00,Kronos Mart,147.3,5407
01/13/2014 06:04,Daily Dealz,2.01,9551
01/13/2014 07:32,Hallowed Grounds,9.16,7889
01/13/2014 07:36,Brew've Been Served,16.39,5368
01/13/2014 07:38,Brew've Been Served,8.04,7384
01/13/2014 07:40,Coffee Cameleon,19.93,3547
01/13/2014 07:40,Brew've Been Served,8,9683
01/13/2014 07:42,Hallowed Grounds,3.02,1310
01/13/2014 07:43,Brew've Been Served,24.18,6816
01/13/2014 07:43,Hallowed Grounds,13.68,3492
01/13/2014 07:43,Brew've Been Served,18.71,4795
01/13/2014 07:44,Hallowed Grounds,5.85,9405
01/13/2014 07:53,Brew've Been Served,19.64,7354
01/13/2014 07:54,Hallowed Grounds,19.18,7108
01/13/2014 07:55,Coffee Cameleon,17.49,2418
01/13/2014 07:55,Brew've Been Served,6.08,5407
01/13/2014 07:56,Brew've Been Served,9.53,4948
01/13/2014 07:57,Brew've Been Served,78.23,3484
01/13/2014 07:57,Hallowed Grounds,6.32,6691
01/13/2014 08:00,Brew've Been Served,13.37,8411
01/13/2014 08:01,Kronos Mart,159.06,6816
01/13/2014 08:02,Coffee Cameleon,4.88,7253
01/13/2014 08:04,Brew've Been Served,16.05,4434
01/13/2014 08:06,Hallowed Grounds,55.96,2681
01/13/2014 08:07,Brew've Been Served,11.49,1286
01/13/2014 08:12,Coffee Cameleon,17.76,2142
01/13/2014 08:15,Abila Airport,3617.47,9220
01/13/2014 08:21,Brew've Been Served,13.19,6901
01/13/2014 08:22,Brew've Been Served,6.69,7819
01/13/2014 08:23,Brew've Been Served,19.89,8202
01/13/2014 08:58,Kronos Pipe and Irrigation,2892.74,9220
01/13/2014 10:12,Nationwide Refinery,204.58,9735
01/13/2014 10:20,Maximum Iron and Steel,689.85,9220
01/13/2014 12:00,Coffee Shack,4.09,7117
01/13/2014 12:00,Bean There Done That,7.93,1415
01/13/2014 12:00,Bean There Done That,98.02,9635
01/13/2014 12:00,Brewed Awakenings,12.69,7688
01/13/2014 12:00,Jack's Magical Beans,18.31,6899
01/13/2014 12:00,Brewed Awakenings,56.4,2540
01/13/2014 12:00,Bean There Done That,19.56,1877
01/13/2014 12:00,Brewed Awakenings,16.25,8332
01/13/2014 12:00,Bean There Done That,5.54,1321
01/13/2014 12:00,Bean There Done That,10.37,1874
01/13/2014 12:00,Bean There Done That,15.24,9617
01/13/2014 12:00,Bean There Done That,18.59,6895
01/13/2014 12:00,Carlyle Chemical Inc.,1718.96,9220
01/13/2014 12:00,Jack's Magical Beans,5.22,9241
01/13/2014 12:00,Jack's Magical Beans,9.64,8156
01/13/2014 12:00,Jack's Magical Beans,17.52,2463
01/13/2014 12:11,Abila Airport,4417.03,8642
01/13/2014 12:27,Hippokampos,17.17,4434
01/13/2014 12:55,Ouzeri Elian,19.82,9220
01/13/2014 13:03,Gelatogalore,32.83,8156
01/13/2014 13:18,U-Pump,55.25,9551
01/13/2014 13:19,Gelatogalore,46.45,8332
01/13/2014 13:20,Abila Zacharo,79.95,6816
01/13/2014 13:21,Abila Zacharo,64.5,1286
01/13/2014 13:23,Katerina’s Café,38.98,2418
01/13/2014 13:24,Hippokampos,35.73,7253
01/13/2014 13:27,Abila Zacharo,8.72,9683
01/13/2014 13:28,Hippokampos,30.51,9551
01/13/2014 13:33,Guy's Gyros,27.49,2540
01/13/2014 13:34,Katerina’s Café,26.15,6899
01/13/2014 13:34,Abila Zacharo,27.3,1321
01/13/2014 13:34,Hippokampos,59.9,7354
01/13/2014 13:36,Katerina’s Café,17.21,9405
01/13/2014 13:37,Ouzeri Elian,95.03,4795
01/13/2014 13:39,Guy's Gyros,37.37,2142
01/13/2014 13:40,Katerina’s Café,8.29,1874
01/13/2014 13:40,Guy's Gyros,29.25,2463
01/13/2014 13:41,Gelatogalore,36.93,1415
01/13/2014 13:42,Abila Zacharo,11.99,9635
01/13/2014 13:48,Abila Zacharo,116.32,3853
01/13/2014 13:48,Ouzeri Elian,8.32,1310
01/13/2014 13:48,Katerina’s Café,24.26,3492
01/13/2014 13:50,Hippokampos,91.97,7384
01/13/2014 13:51,Abila Zacharo,17.41,7819
01/13/2014 13:51,Guy's Gyros,21.03,8411
01/13/2014 13:52,Katerina’s Café,29.55,3547
01/13/2014 13:55,Kalami Kafenion,20.33,5368
01/13/2014 14:00,Guy's Gyros,38.07,7117
01/13/2014 14:00,Gelatogalore,36.24,8202
01/13/2014 14:01,Gelatogalore,117.17,2681
01/13/2014 14:04,Hippokampos,25.09,9617
01/13/2014 14:06,Ouzeri Elian,29.75,1877
01/13/2014 14:13,Guy's Gyros,12.76,6901
01/13/2014 14:21,Hippokampos,26.96,4948
01/13/2014 14:33,Guy's Gyros,116.87,8129
01/13/2014 16:56,Abila Airport,2228.08,8642
01/13/2014 19:20,Frydos Autosupply n' More,10000,9551
01/13/2014 19:27,Shoppers' Delight,216.43,3853
01/13/2014 19:30,Ouzeri Elian,28.75,9551
01/13/2014 19:41,Frydos Autosupply n' More,188.57,8129
01/13/2014 19:50,Katerina’s Café,89.83,3547
01/13/2014 19:59,Frydos Autosupply n' More,64.6,8411
01/13/2014 19:59,Katerina’s Café,30.84,6691
01/13/2014 20:09,Guy's Gyros,22.34,7354
01/13/2014 20:11,Guy's Gyros,20.47,4795
01/13/2014 20:15,Guy's Gyros,36.89,7384
01/13/2014 20:18,Guy's Gyros,15.84,7819
01/13/2014 20:24,Katerina’s Café,35.7,2142
01/13/2014 20:33,Katerina’s Café,91.36,1310
01/13/2014 20:35,Albert's Fine Clothing,288,7688
01/13/2014 20:35,Hippokampos,29.22,2463
01/13/2014 20:42,Hippokampos,31.59,1415
01/13/2014 20:42,Albert's Fine Clothing,49.48,1321
01/13/2014 20:42,Guy's Gyros,88.57,1286
01/13/2014 20:43,Ouzeri Elian,21.83,2681
01/13/2014 20:44,Katerina’s Café,93.57,5407
01/13/2014 20:44,Guy's Gyros,15.55,9683
01/13/2014 20:45,Shoppers' Delight,144.4,6901
01/13/2014 20:47,Katerina’s Café,22.24,7253
01/13/2014 20:51,Katerina’s Café,55.82,7889
01/13/2014 20:59,Guy's Gyros,37.5,7108
01/13/2014 21:00,Katerina’s Café,27.59,1874
01/13/2014 21:08,Guy's Gyros,19.77,5368
01/13/2014 21:11,Frydos Autosupply n' More,202.05,2418
01/13/2014 21:12,Hippokampos,31.47,8332
01/13/2014 21:13,Hippokampos,32.29,7117
01/13/2014 21:16,Katerina’s Café,33.11,9405
01/13/2014 21:27,Hippokampos,99.63,8156
01/14/2014 07:27,Brew've Been Served,14.67,5368
01/14/2014 07:31,Brew've Been Served,4.72,4795
01/14/2014 07:35,Hallowed Grounds,10.75,7889
01/14/2014 07:35,Brew've Been Served,7.31,7354
01/14/2014 07:37,Coffee Cameleon,9.8,3547
01/14/2014 07:40,Brew've Been Served,5.87,9683
01/14/2014 07:42,Hallowed Grounds,4.59,1310
01/14/2014 07:44,Hallowed Grounds,16.67,8129
01/14/2014 07:45,Brew've Been Served,14.04,4948
01/14/2014 07:45,Hallowed Grounds,13,7108
01/14/2014 07:45,Brew've Been Served,10.96,3484
01/14/2014 07:45,Brew've Been Served,16.53,9405
01/14/2014 07:48,Brew've Been Served,6.45,3853
01/14/2014 07:52,Coffee Cameleon,11.67,2418
01/14/2014 07:53,Coffee Cameleon,15.63,7253
01/14/2014 07:53,Brew've Been Served,9.53,8202
01/14/2014 07:53,Brew've Been Served,8.24,7384
01/14/2014 07:53,Brew've Been Served,3.66,6816
01/14/2014 07:54,Hallowed Grounds,19.99,1874
01/14/2014 07:54,Hallowed Grounds,50.21,9617
01/14/2014 07:56,Coffee Cameleon,7.84,2142
01/14/2014 07:58,Brew've Been Served,11.94,7819
01/14/2014 08:03,Brew've Been Served,3.21,1286
01/14/2014 08:07,Brew've Been Served,16.39,5407
01/14/2014 08:12,Hallowed Grounds,39.52,3492
01/14/2014 08:12,Hallowed Grounds,10.65,2681
01/14/2014 08:13,Brew've Been Served,11.53,8411
01/14/2014 08:13,Brew've Been Served,12.31,6901
01/14/2014 08:16,Hallowed Grounds,6.16,6691
01/14/2014 08:20,Kronos Mart,58.85,6899
01/14/2014 09:34,Carlyle Chemical Inc.,3630.57,7792
01/14/2014 10:03,Nationwide Refinery,965.72,9735
01/14/2014 11:01,Stewart and Sons Fabrication,600.19,3506
01/14/2014 11:45,Nationwide Refinery,570.95,7792
01/14/2014 11:55,Stewart and Sons Fabrication,278.52,9735
01/14/2014 12:00,Coffee Shack,3.63,7117
01/14/2014 12:00,Bean There Done That,7.28,1415
01/14/2014 12:00,Bean There Done That,19.37,9635
01/14/2014 12:00,Brewed Awakenings,17.14,7688
01/14/2014 12:00,Brewed Awakenings,8.3,2540
01/14/2014 12:00,Bean There Done That,14.56,1877
01/14/2014 12:00,Brewed Awakenings,11.35,8332
01/14/2014 12:00,Bean There Done That,67.82,1321
01/14/2014 12:00,Bean There Done That,5.9,6895
01/14/2014 12:00,Jack's Magical Beans,63.36,9241
01/14/2014 12:00,Jack's Magical Beans,95.7,8156
01/14/2014 12:30,Abila Airport,228.41,8642
01/14/2014 13:00,Nationwide Refinery,1341.01,3506
01/14/2014 13:06,Abila Airport,3379.21,2276
01/14/2014 13:14,Katerina’s Café,29.12,8156
01/14/2014 13:17,Hippokampos,36.01,7253
01/14/2014 13:17,Chostus Hotel,109.54,2540
01/14/2014 13:21,Katerina’s Café,34.45,7792
01/14/2014 13:21,Chostus Hotel,113.08,9683
01/14/2014 13:22,Katerina’s Café,10.03,6895
01/14/2014 13:24,Kalami Kafenion,17.38,9635
01/14/2014 13:24,Kalami Kafenion,15.15,8332
01/14/2014 13:25,Hippokampos,23.69,7688
01/14/2014 13:32,Gelatogalore,27.26,7384
01/14/2014 13:32,Gelatogalore,32.82,2142
01/14/2014 13:32,Katerina’s Café,20.95,7354
01/14/2014 13:33,Gelatogalore,39.17,2463
01/14/2014 13:34,Katerina’s Café,29.1,4795
01/14/2014 13:35,Abila Zacharo,31.09,8411
01/14/2014 13:35,Abila Zacharo,15.26,9405
01/14/2014 13:36,Guy's Gyros,13.27,1415
01/14/2014 13:37,Hippokampos,19.07,3853
01/14/2014 13:37,Abila Zacharo,10.24,1310
01/14/2014 13:38,Abila Zacharo,8.41,6816
01/14/2014 13:40,Ouzeri Elian,107.32,3484
01/14/2014 13:40,Kalami Kafenion,33.13,5407
01/14/2014 13:41,Ouzeri Elian,79.58,6899
01/14/2014 13:41,Katerina’s Café,75.46,3547
01/14/2014 13:42,Hippokampos,98.81,7889
01/14/2014 13:42,Kalami Kafenion,23.1,3492
01/14/2014 13:43,Katerina’s Café,31.69,6691
01/14/2014 13:44,Guy's Gyros,16.35,1874
01/14/2014 13:49,Gelatogalore,70.98,1877
01/14/2014 13:49,Guy's Gyros,38.26,9617
01/14/2014 13:50,Kalami Kafenion,27.65,4948
01/14/2014 13:51,Kalami Kafenion,15.27,1321
01/14/2014 13:51,Ouzeri Elian,62.3,7108
01/14/2014 13:53,Ouzeri Elian,33.67,2681
01/14/2014 13:57,Gelatogalore,35.97,5368
01/14/2014 13:57,Hippokampos,17.18,6901
01/14/2014 13:58,Katerina’s Café,33.54,7819
01/14/2014 13:59,Guy's Gyros,50.4,1286
01/14/2014 14:01,Ouzeri Elian,19.7,7117
01/14/2014 14:03,Gelatogalore,102.03,8129
01/14/2014 14:03,Abila Zacharo,24.87,4434
01/14/2014 14:13,Abila Scrapyard,4277.4,2276
01/14/2014 14:16,Hippokampos,16.73,8202
01/14/2014 14:21,Carlyle Chemical Inc.,854.88,7792
01/14/2014 15:32,Abila Airport,4918.39,8642
01/14/2014 15:49,Octavio's Office Supplies,131.73,6816
01/14/2014 16:16,Carlyle Chemical Inc.,3470.99,7792
01/14/2014 16:28,Nationwide Refinery,4429.76,2276
01/14/2014 19:44,Hippokampos,39.64,1415
01/14/2014 19:59,Guy's Gyros,94.26,7108
01/14/2014 20:01,Guy's Gyros,23.59,4795
01/14/2014 20:05,Albert's Fine Clothing,50.77,3484
01/14/2014 20:09,Katerina’s Café,91.8,7889
01/14/2014 20:15,Katerina’s Café,27.67,8129
01/14/2014 20:15,Guy's Gyros,18.11,6816
01/14/2014 20:17,Guy's Gyros,35.12,5368
01/14/2014 20:17,Katerina’s Café,36.95,3547
01/14/2014 20:19,Guy's Gyros,12.96,7384
01/14/2014 20:19,Katerina’s Café,31.94,5407
01/14/2014 20:22,Hippokampos,9.55,2463
01/14/2014 20:25,Guy's Gyros,10.85,3853
01/14/2014 20:26,Katerina’s Café,12.65,1874
01/14/2014 20:29,Guy's Gyros,25.28,7819
01/14/2014 20:32,Ouzeri Elian,11.86,6899
01/14/2014 20:33,Frydos Autosupply n' More,42.72,4434
01/14/2014 20:34,Katerina’s Café,11.89,3492
01/14/2014 20:41,Ouzeri Elian,24.06,9241
01/14/2014 20:42,Katerina’s Café,46.61,8202
01/14/2014 20:43,Frydos Autosupply n' More,146.74,6901
01/14/2014 20:46,Ouzeri Elian,80.95,2681
01/14/2014 20:48,Hippokampos,43.56,8332
01/14/2014 20:50,Albert's Fine Clothing,228.72,9635
01/14/2014 20:50,Katerina’s Café,25.4,8411
01/14/2014 21:04,Hippokampos,28.45,6895
01/14/2014 21:10,Katerina’s Café,18.35,9617
01/14/2014 21:14,Roberts and Sons,223.81,9405
01/14/2014 21:28,Frydos Autosupply n' More,49.21,4948
01/14/2014 21:31,Hippokampos,22.13,2540
01/14/2014 21:31,Guy's Gyros,26.14,7354
01/15/2014 07:33,Hallowed Grounds,11.98,7889
01/15/2014 07:34,Brew've Been Served,3.71,7384
01/15/2014 07:36,Hallowed Grounds,5.28,9617
01/15/2014 07:36,Brew've Been Served,15.5,6816
01/15/2014 07:39,Hallowed Grounds,5.95,8129
01/15/2014 07:40,Brew've Been Served,19.87,9683
01/15/2014 07:44,Hallowed Grounds,12.17,7108
01/15/2014 07:45,Coffee Cameleon,19.93,2142
01/15/2014 07:45,Brew've Been Served,11.47,9405
01/15/2014 07:48,Brew've Been Served,6.58,7819
01/15/2014 07:49,Brew've Been Served,11.23,1286
01/15/2014 07:50,Brew've Been Served,19.24,7354
01/15/2014 07:51,Coffee Cameleon,14.47,3547
01/15/2014 07:51,Hallowed Grounds,78.69,6691
01/15/2014 07:56,Coffee Cameleon,5.49,7253
01/15/2014 07:57,Brew've Been Served,4.92,4795
01/15/2014 07:58,Brew've Been Served,3.14,4948
01/15/2014 07:58,Brew've Been Served,5.75,8411
01/15/2014 07:58,Brew've Been Served,14.06,3484
01/15/2014 07:59,Hallowed Grounds,14.33,3492
01/15/2014 08:00,Brew've Been Served,8.42,5368
01/15/2014 08:00,Hallowed Grounds,15.27,1310
