XCOORD,YCOORD,NAME,ADDRESS,OUTLET_TYPE,Gp1Gp2Win
103.796138,1.30098719,Singapore Pools Commonwealth Dr Branch,Blk 74 Commonwealth Dr #01-459   Singapore 140074,Branch,24
103.80003,1.30697367,Singapore Pools Commonwealth Crescent Branch,Blk 116 Commonwealth Crescent #01-135   Singapore 140116,Branch,25
103.815456,1.28903702,Singapore Pools Lengkok Bahru Branch,Blk 63B Lengkok Bahru #01-364   Singapore 152063,Branch,20
103.827174,1.28830978,Singapore Pools Beo Crescent Branch,Blk 36 Beo Crescent #01-45   Singapore 160036,Branch,15
103.841576,1.28708103,Singapore Pools Chin Swee Branch,Blk 52 Chin Swee Rd #01-65/69   Singapore 160052,Branch,20
103.831093,1.27728264,Singapore Pools Silat Ave Branch,Blk 147 Silat Ave #01-24   Singapore 160147,Branch,11
103.855151,1.30200219,Singapore Pools Rochor Centre Branch,1 Rochor Rd Rochor Centre #01-626/628   Singapore 180001,Branch,39
103.849285,1.3000838,SportsBuzz (PoMo),1 Selegie Rd PoMo #01-01   Singapore 188306,Branch,44
103.852876,1.30302299,Singapore Pools Sim Lim Square Branch,1 Rochor Canal Rd Sim Lim Square #B1-37   Singapore 188504,Branch,30
103.860888,1.30780706,Singapore Pools King George's Ave Branch,Blk 803 King George's Ave #01-200/202   Singapore 200803,Branch,33
103.84957,1.30114713,Singapore Pools Peace Centre Branch,1 Sophia Rd Peace Centre #01-24/25   Singapore 228149,Branch,26
103.831853,1.29341063,Singapore Pools Great World City Branch,1 Kim Seng Promenade #B1-13C Great World City   Singapore 237994,Branch,6
103.805378,1.31642862,Singapore Pools Empress Rd Branch,Blk 8 Empress Rd #01-35   Singapore 260008,Branch,11
103.788547,1.31010129,Singapore Pools Ghim Moh Branch,Blk 21 Ghim Moh Rd #01-161   Singapore 270021,Branch,27
103.792697,1.30877778,Singapore Pools Holland Drive Branch,Blk 46 Holland Dr #01-371/373   Singapore 270046,Branch,22
103.848429,1.33631396,Singapore Pools Lor 4 Toa Payoh Branch,Blk 85B Lor 4 Toa Payoh #01-340   Singapore 310085,Branch,27
103.845493,1.34121956,Singapore Pools Lor 1 Toa Payoh Branch,Blk 111 Lor 1 Toa Payoh #01-354   Singapore 310111,Branch,21
103.854334,1.3406522,Singapore Pools Lor 8 Toa Payoh Branch,Blk 212 Lor 8 Toa Payoh #01-39   Singapore 310212,Branch,16
103.842857,1.32588313,Singapore Pools Balestier Rd Branch,Blk 2 Balestier Rd #01-641   Singapore 320002,Branch,9
103.855172,1.32325421,Singapore Pools Whampoa Dr Branch,Blk 88 Whampoa Dr #01-857   Singapore 320088,Branch,33
103.869152,1.32353182,Singapore Pools Geylang Bahru Branch,Blk 57 Geylang Bahru #01-3503   Singapore 330057,Branch,19
103.86799,1.332709,Singapore Pools Potong Pasir Branch,Blk 148 Potong Pasir Ave 1 #01-73   Singapore 350148,Branch,9
103.879533,1.3317105,Singapore Pools MacPherson Branch,401 MacPherson Rd Hotel Windsor Shopping Centre #01-01   Singapore 368125,Branch,17
103.887145,1.32697311,Singapore Pools 64 Circuit Rd Branch,Blk 64 Circuit Rd #01-355   Singapore 370064,Branch,17
103.88586,1.32354118,Singapore Pools 88 Circuit Rd Branch,Blk 88 Circuit Rd #01-961   Singapore 370088,Branch,16
103.872154,1.31474596,Singapore Pools Upp Boon Keng Branch,Blk 18 Upp Boon Keng Rd #01-1149/1151   Singapore 380018,Branch,17
103.883269,1.31549064,Singapore Pools Lor 25A Geylang Branch,62 Lor 25A Geylang   Singapore 388251,Branch,39
103.874201,1.31140425,Singapore Pools Geylang Rd Branch,149 Geylang Rd #01-02   Singapore 389233,Branch,15
103.884728,1.308132,Singapore Pools Jln Tiga Branch,Blk 43 Jln Tiga #01-08   Singapore 390043,Branch,26
103.908086,1.317921,Singapore Pools Changi Rd Branch,324K Changi Rd   Singapore 419799,Branch,13
103.883611,1.30236531,Singapore Pools Jln Batu Branch,Blk 7 Jln Batu #01-99   Singapore 431007,Branch,17
103.922074,1.31200753,Singapore Pools Siglap Branch,697B East Coast Road   Singapore 459060,Branch,29
103.93018,1.325984,Singapore Pools Bedok Town Centre Branch,Blk 204 Bedok North Street 1 #01-415   Singapore 460204,Branch,5
103.931091,1.33306648,Singapore Pools Bedok North Branch,Blk 509 Bedok North St 3 #01-129   Singapore 460509,Branch,13
103.925429,1.32535369,Singapore Pools Chai Chee Branch,Blk 36 Chai Chee Ave #01-167   Singapore 461036,Branch,14
103.934207,1.32334112,Singapore Pools New Upper Changi Branch,Blk 26 New Upp Changi Rd #01-666/668   Singapore 462026,Branch,18
103.964636,1.36706634,Singapore Pools Pasir Ris N2 Branch,Blk 258 Pasir Ris St 21 Loyang Point #02-311   Singapore 510258,Branch,42
103.93663,1.37978377,Singapore Pools Pasir Ris N7 Branch,Blk 735 Pasir Ris St 72 Pasir Ris West Plaza #01-358   Singapore 510735,Branch,27
103.953279,1.36162702,Singapore Pools Tampines N4 Branch,Blk 481 Tampines St 44 #01-277   Singapore 520481,Branch,11
103.960104,1.35435887,Singapore Pools Tampines Mart Branch,11 Tampines St 32 Tampines Mart #01-03   Singapore 529287,Branch,28
103.890681,1.35370313,Singapore Pools Hougang N1 Branch,Blk 106 Hougang Ave 1 #01-1209/1211   Singapore 530106,Branch,63
103.887676,1.35925697,Singapore Pools Hougang N2 Branch,Blk 211 Hougang St 21 #01-309   Singapore 530211,Branch,18
103.89716,1.36695485,Singapore Pools Hougang N3 Branch,Blk 322 Hougang Ave 5 #01-70   Singapore 530322,Branch,29
103.875648,1.35057718,Singapore Pools Lorong Lew Lian Branch,Blk 2 Lor Lew Lian #01-46   Singapore 531002,Branch,16
103.888499,1.36294134,Singapore Pools Upp Serangoon Branch,1028 Upper Serangoon Rd   Singapore 534766,Branch,13
103.886424,1.389546,Singapore Pools Anchorvale Rd Branch,Blk 308 Anchorvale Rd #01-05   Singapore 540308,Branch,21
103.871214,1.35406215,Singapore Pools Serangoon Central Branch,Blk 254 Serangoon Central Dr #01-209   Singapore 550254,Branch,32
103.871406,1.37366788,Prime Serangoon North,Blk 542B Serangoon North Ave 3 #02-01   Singapore 552542,Branch,0
103.844515,1.36845752,Singapore Pools Ang Mo Kio N2 Branch,Blk 202 Ang Mo Kio Ave 3 #01-1662/1664   Singapore 560202,Branch,25
103.855969,1.36748218,Singapore Pools Ang Mo Kio N4 Branch,Blk 447 Ang Mo Kio Ave 10 #01-1685   Singapore 560447,Branch,25
103.841068,1.38053647,Singapore Pools Ang Mo Kio N6 Branch,Blk 630 Ang Mo Kio Ave 4 #01-968   Singapore 560630,Branch,31
103.84645,1.37278377,Singapore Pools Ang Mo Kio N7 Branch,Blk 726 Ang Mo Kio Ave 6 #01-4158   Singapore 560726,Branch,27
103.839281,1.36749437,Singapore Pools Ang Mo Kio N2A Branch,Blk 226A Ang Mo Kio Ave 1 #01-625   Singapore 561226,Branch,22
103.854643,1.34566607,Singapore Pools Bishan N1 Branch,Blk 152 Bishan St 11 #01-211   Singapore 570152,Branch,14
103.843955,1.35746475,Singapore Pools Bishan N2 Branch,Blk 279 Bishan St 24 #01-52   Singapore 570279,Branch,21
103.836068,1.35176914,Singapore Pools Upp Thomson Branch,200 Upp Thomson Rd Thomson Imperial Court #01-06   Singapore 574424,Branch,17
103.775237,1.34248946,Singapore Pools Cheong Chin Nam Rd Branch,5 Cheong Chin Nam Rd   Singapore 599730,Branch,11
103.742652,1.32052027,Singapore Pools Teban Gardens Branch,Blk 37 Teban Gardens Rd #01-308   Singapore 600037,Branch,29
103.730773,1.34484856,Singapore Pools Jurong East Branch,Blk 351 Jurong East St 31 #01-93   Singapore 600351,Branch,37
103.747242,1.33431671,Singapore Pools IMM Branch,"2 Jurong East St 21 #02-25, IMM Building   Singapore 609601",Branch,10
103.703725,1.35361178,Singapore Pools Jurong West N2 Branch,Blk 276 Jurong West 25 #01-05   Singapore 640276,Branch,21
103.724307,1.34833336,Singapore Pools Jurong West N4 Branch,Blk 498 Jurong West St 41 #01-472   Singapore 640498,Branch,45
103.718725,1.34873283,Singapore Pools Jurong West N5 Branch,Blk 508 Jurong West St 52 #01-166   Singapore 640508,Branch,54
103.69774,1.34874165,Singapore Pools Gek Poh Shopping Centre,Blk 762 Jurong West Street 75 Gek Poh Shopping Centre #01-338   Singapore 640762,Branch,30
103.747635,1.36216681,Singapore Pools Bukit Batok N3 Branch,Blk 324 Bukit Batok St 33 #01-47   Singapore 650324,Branch,11
103.750602,1.35756505,Singapore Pools Bukit Gombak Branch,Blk 374 Bukit Batok St 31 #01-170   Singapore 650374,Branch,30
103.751358,1.34899153,Singapore Pools Bukit Batok Central Branch,Blk 641 Bukit Batok Central #01-46   Singapore 650641,Branch,37
103.773212,1.37850874,Singapore Pools Bukit Panjang Branch,Blk 257 Bangkit Rd #01-49   Singapore 670257,Branch,42
103.770755,1.38374468,Singapore Pools Fajar Rd Branch,Blk 445 Fajar Rd Fajar Shopping Centre #02-540   Singapore 670445,Branch,19
103.75258,1.38041181,Singapore Pools Teck Whye Branch,Blk 141 Teck Whye Lane #01-271   Singapore 680141,Branch,34
103.743796,1.38454839,Singapore Pools Choa Chu Kang Branch,Blk 303 Choa Chu Kang Ave 4 #01-721   Singapore 680303,Branch,41
103.7741,1.43035905,Singapore Pools Woodlands N3 Branch,Blk 305 Woodlands St 31 #01-77   Singapore 730305,Branch,9
103.793934,1.43086337,Singapore Pools Woodlands N5 Branch,Blk 548 Woodlands Dr 44 Vista Point #02-04   Singapore 730548,Branch,15
103.790826,1.4428457,Singapore Pools Woodlands N8 Branch,Blk 883 Woodlands St 82 #01-472   Singapore 730883,Branch,35
103.795316,1.43711856,Singapore Pools Woodlands 888 Plaza Branch,Blk 888 Woodlands Dr 50 888 Plaza #01-711   Singapore 730888,Branch,32
103.770526,1.44121023,Singapore Pools Woodlands Centre,1A Woodlands Centre Road #01-26   Singapore 731001,Branch,3
103.762491,1.42222507,SportsBuzz (Kranji),"Lotus Lounge, Level 2, 1 Turf Club Avenue Singapore Racecourse   Singapore 738078",Branch,0
103.822563,1.45025304,Singapore Pools Canberra Link Branch,Blk 505 Canberra Link #01-02   Singapore 750505,Branch,20
103.827669,1.43054995,Singapore Pools Yishun N1 Branch,Blk 101 Yishun Ave 5 #01-37   Singapore 760101,Branch,40
103.83998,1.43409258,Singapore Pools Yishun N2 Branch,Blk 256 Yishun Ring Rd #01-1001   Singapore 760256,Branch,15
103.84587,1.42443181,Singapore Pools Yishun N4 Branch,Blk 415 Yishun Ave 11 #01-311   Singapore 760415,Branch,21
103.833276,1.42540164,Singapore Pools Yishun N7 Branch,Blk 761 Yishun St 72 #01-340   Singapore 760761,Branch,11
