Country Name,Country Code,Series Name,Series Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28658.12496,29437.31034,30640.34562,30820.38922,32938.6921,34150.15946,37334.39016,39006.20232,41278.32683,40331.40688,43003.05459,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57482.9624,58700.97467,60229.91477
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59775.7351,61063.31643
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,768.1835703,780.9039613,791.3841807,818.8687857,863.2360874,904.7366795,967.6795838,1052.719117,1223.852363,1267.317394,1343.275125,1451.548081,1559.240651,2312.720948,2464.294905,2658.949245,2802.166204,2914.358197,3141.861711,3414.916178,3425.484176
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,4103.941204,4289.03425,4574.449852,4692.550689,4885.205039,5339.261075,5768.83109,5781.762921
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2430274292,2603540257,2751445574,3012803457,3324615549,3384385217
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,4787.801441,4883.003024,4770.851894,4897.308367,5216.872434,5160.889141,5518.4232,5951.863413,6468.944767,6903.145806,6967.364955,7065.460372,6849.455933,7016.380071,7317.486143,7597.288894,8080.968623,7274.517731,7687.462963,8516.280039,7003.859021
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6516.29143,6652.963937,6551.185172,7070.25844,7451.808001,7713.174109,8300.628768,9054.993748,9884.011548,9840.238878,10017.76187,10199.12424,9946.830265,10145.91938,10909.37663,11141.2011,11949.53406,11304.04333,11804.34586,12892.0211,10853.22835
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037,576229629.6,519837037,550622222.2,611537037,504214814.8
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2869.178139,2977.43451,3110.325447,2418.350422,2487.329061,3932.784407,4109.033591,4707.795052,5087.983213,5039.403122,5555.392014,5913.426649,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,7609.353275,8050.644076,8282.117131,7268.19691
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6760.128879,6973.542805,7295.057368,7226.721281,7506.733761,8356.008402,9274.89755,10098.69897,10491.61515,10539.39892,11410.35346,11869.12309,11900.48501,12482.16212,13475.01117,14740.82687,16109.86367,16735.36442,18137.0524,19191.58039,17935.65607
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,24305717542,25601765401,27137508657,21403167848,22322395368,35777570136,37879869898,43965420072,48122547177,48261033298,53860175556,58029750746,60681537196,62682163837,67179914027,71164825257,75704720190,79997975622,85555378043,88941299734,78844702329
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,1445.279324,1894.616196,2172.101877,2425.851842,2691.277685,3002.138604,3328.884156,3567.837186,4249.01897,4231.619235,4633.591284,5200.555108,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,6213.503127,6295.934662,6222.524653,5600.389615
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5838.902525,6094.35183,6332.185874,6513.299404,7117.170668,7598.950642,8037.886137,8294.643149,8845.553891,8818.679523,9090.31005,9857.520523,10311.4046,11153.68521,11713.17591,11060.28627,11034.26918,11617.91222,11839.34324,11851.46541,10895.77218
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.07562E+11,1.08108E+11,98808010000
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07426E+11,1.30438E+11,1.62818E+11,1.89147E+11,2.18984E+11,2.3599E+11,2.79117E+11,2.88434E+11,3.05595E+11,3.29367E+11,3.32442E+11,2.35734E+11,2.49713E+11,3.03081E+11,3.65253E+11
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,1450.476242,1378.203383,1191.103239,1102.468199,1062.158092,1186.393313,1397.43669,1667.317998,2044.527804,2331.26884,2645.968759,2791.810766,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,2444.290387,2537.125185,3019.092283,3569.206841
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5794.125257,6015.095736,6139.678989,6334.571279,6648.429019,7033.918922,7606.755734,8219.482749,8820.716506,9131.499098,9522.509163,9686.046264,11092.74326,11221.38039,10895.94317,11512.40214,11192.37301,11014.48648,11639.23909,12260.72054,12607.00395
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2001.540049,2072.301591,2124.10182,2209.497245,2278.43033,2428.568879,2631.822739,2786.157774,2933.39424,2858.483344,2983.228806,3266.010978,3428.409332,3509.526536,3589.042885,3705.579704,3805.995686,3910.254403,4052.624775,4167.730939,3798.636521
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4466.896227,4574.671015,4692.307318,4828.401902,4977.8068,5247.311557,5615.686725,5848.369152,6063.148512,5956.677446,6126.973395,6465.808489,6541.216164,6877.146376,7233.195221,7597.689174,8038.629794,8454.052167,8822.550774,9147.261066,8420.486205
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000,24638720000
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,1725.557584,2313.165937,2744.191483,3618.544476,6152.131238,10963.40638,12857.36882,15908.41119,22942.6101,16668.1217,17288.8426,21641.6939,21711.15159,20390.73727,19394.08066,11283.39805,9250.316493,9667.857801,10005.61679,8419.933336,7143.238705
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8617.735067,13808.02319,16076.18189,17891.31945,24283.69501,27963.36362,29646.28639,33506.44766,38407.9243,37447.92322,32965.86466,34279.977,37570.6354,34766.04388,33696.21649,24042.35307,20458.7786,22550.95816,20875.47821,19285.03625,17940.52079
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012189,11417278045,10021856754
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,..,..,..,..,..,..,..,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,308.1341868,316.8239534,293.9556724,334.5855715,407.769077,388.5959475,415.0360305,439.8321034,450.6323989,595.1099872,501.355317,642.5082588,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1528.583659,1639.998347,1642.459892,1553.45552,1547.722454,1575.142285,1556.660155,1578.902665,1420.73827,1459.830084,1485.197496,1625.507673,..,..,..,..,..,..,..,..,..
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23063.56382,23397.87826,23054.35849
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9421.291423,10314.26282,11663.2715,13132.58072,14536.34741,16634.89274,19345.31471,22195.19759,22802.34218,20477.85243,21619.45455,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36249.35815,37851.30077,37645.22136
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30489500905,31045591753,30650285472
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1728.710498,1521.769075,1405.448706,2148.632475,2699.130742,3083.838141,3176.691168,3327.445134,3137.387266,3385.858846,4168.489403,4496.613361,4527.565039,4230.171266,4039.159341,3680.349473,3425.531957,3914.418484,4105.893683,3915.643467,3424.282212
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4721.969562,4837.106054,5101.42953,5378.041999,5703.505765,6208.026549,6743.029545,7185.809931,7334.444912,7452.686297,7771.331439,8057.563801,8266.491725,8708.440279,8798.29399,8813.008782,8705.84317,8408.035915,8725.162793,9018.854282,8865.740219
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1738100853,1542477309,1432228125,2197612701,2770082792,3178126492,3291353836,3469363996,3294093485,3580417067,4438778424,4820499924,4886533033,4597532030,4422968340,4063245671,3816022047,4402969226,4665420239,4495679481,3972728948
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64589334979,74296618481,81770791971,84269348327,95912590628,1.07645E+11
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,124.4607909,120.7657837,111.9272251,119.490396,136.46625,162.4327286,194.6874329,244.2860523,326.4368228,380.5690032,341.5541227,354.4795719,467.0778718,499.5315302,566.9264029,640.5419231,717.1248698,768.5230154,771.5248663,855.7608852,936.3404611
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,482.8843857,519.2716699,520.3392868,503.9724698,571.4036616,640.6581436,711.5870396,792.3536127,870.7152669,928.6255634,1028.323759,1134.784509,1213.595972,1283.570449,1513.703236,1657.344704,1878.812682,2021.562908,2154.020877,2315.34773,2422.812086
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1058702725,1147654635,1262669892,1494011567,1688237552,1727792693,1984445416,2290133549,2432415998,2268387771,2320424601,2490807831,2366301252,2627049837,2850743875,2518096286,2738832687,2899226098,3051341336,3126293220,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,22651.86198,24418.70328,26731.65857,31493.31915,35467.17547,36198.54377,41521.67506,47885.69888,50863.95379,47441.91598,48541.40119,52092.60338,49459.71723,54843.31929,59433.83457,52400.29728,56854.10265,59993.09063,62918.14619,64225.2649,..
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2069.317455,2030.246351,2248.714191,2818.91392,3311.159895,3627.632856,3715.932657,4040.152119,4167.694935,3362.820495,3652.535933,4371.447385,4591.577015,4840.72727,5605.609148,5390.714207,5651.272721,6101.02389,6317.41372,6175.890653,5057.631913
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5836.703232,6062.254498,6344.806598,6520.695382,7035.749517,7272.41971,7573.563005,7634.168818,7777.738694,7653.44494,7914.100926,8263.045462,8839.515862,9536.326349,11346.94579,12412.35069,12631.9122,13429.30062,14178.5634,14262.99954,12078.84323
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1678239218,1652464201,1833279985,2300453634,2708078477,2980484920,3076305453,3378314600,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963230,4682546863,4930204230,5353404422,5581371848,5496264766,4533883782
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1.2602E+11,1.29533E+11,1.40404E+11,1.71652E+11,1.97479E+11,2.04885E+11,2.17089E+11,2.56378E+11,2.85716E+11,2.53498E+11,2.49424E+11,2.75604E+11,2.5829E+11,2.71362E+11,2.74863E+11,2.34534E+11,2.40771E+11,2.55648E+11,2.75715E+11,2.68508E+11,2.69595E+11
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49988.91085,48628.64176,48755.35501
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26784.70647,27795.67493,28605.12232,29051.48643,31201.73494,32051.794,34455.10533,37838.34019,40083.69727,37972.27005,38956.47222,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49580.6052,50321.53969,50517.02736
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1.36564E+12,1.37766E+12,1.50141E+12,1.84454E+12,2.11963E+12,2.19695E+12,2.32054E+12,2.66059E+12,2.9303E+12,2.70089E+12,2.64519E+12,2.86516E+12,2.68367E+12,2.81188E+12,2.85596E+12,2.43919E+12,2.47296E+12,2.59515E+12,2.79096E+12,2.72887E+12,2.63032E+12
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,22419.69482,22452.98238,24292.58023,29633.67898,33803.3096,34773.15015,36474.15959,41561.20051,45519.29688,41740.24303,40677.98514,43848.10605,40872.36246,42605.04438,43068.54872,36652.92231,37062.53357,38781.04949,41592.7959,40578.64429,39037.12263
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26090.63447,27490.05173,28523.88619,28172.69565,29060.45099,30498.57688,32468.54158,34121.34388,35095.26568,34678.06232,35902.90311,37440.63347,37679.11891,39523.85515,40144.02683,40849.99738,42924.61363,44577.06457,46576.60185,49072.36383,46991.18203
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,3447543203,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,14324.11866,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,4135.99238,3993.031336,4141.434366,4933.46217,5739.613204,6891.36192,7221.369877,8458.309179,10254.17196,7721.018953,8849.322608,10809.68495,9813.505747,9683.58162,9663.42411,7384.700704,6984.419712,7230.434912,7959.007267,7766.996554,6881.715192
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13852.35029,14117.69894,13968.82257,14199.3112,14315.10905,14755.37041,14366.18749,15187.92082,14517.84764,14177.17353,14837.01701,15638.74717,15356.23542,15114.37751,15370.96799,14699.53605,14286.1897,15006.84404,15097.69165,15577.91876,15106.36638
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,5080483464,5023265365,5335451308,6511903657,7770219480,9582783318,10327598801,12455410056,15571349776,12113699661,14372591916,18210308748,17170465294,17595745653,18203968002,14383107714,14023890620,14929488771,16867325127,16874405840,15316826192
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,594.1493885,505.4216361,411.7718939,335.906217,642.7562183,665.7202157,662.3628772,780.3810509,924.5098746,833.2813604,860.6364339,762.7631177,742.7776286,700.5160422,607.4299047,660.7235712,690.7804932,679.7550717,732.7207273,772.0459142,773.0020701
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1913.77573,2004.737845,1908.258107,2011.810755,2142.758164,2091.546094,2078.642292,2134.518965,2244.496609,2341.679449,2434.887175,2215.757104,2199.77775,2121.489633,2027.036356,2066.859359,2068.747801,2072.646833,2209.892593,2319.001141,2275.05625
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254,1054113427,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1484579844,1504909753,1670670669,1812529105,1868086275
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,749.9085236,801.9904139,853.5164537,1010.00798,1305.047486,1642.760938,1996.057129,2635.353882,3324.735879,2822.66743,3233.295943,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,4722.787783,4697.983652,4256.701186
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3104.515669,3377.051127,3650.857226,4157.879402,4545.293122,5169.062425,5860.358391,6810.190846,7132.205273,6986.004551,7564.06307,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14595.63064,15623.15296,14732.40216
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,3057475289,3219488664,3395728014,3991284895,5125365192,6410823633,7745394293,10172882371,12795076469,10766836277,12243505583,15107441447,16488403076,17189551521,17627003455,14953950557,15141758567,16242916916,17599700091,17477255562,15846489611
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1.94798E+12,1.94579E+12,2.07848E+12,2.50164E+12,2.81435E+12,2.84686E+12,2.9947E+12,3.42558E+12,3.74526E+12,3.41126E+12,3.39967E+12,3.74931E+12,3.52714E+12,3.7338E+12,3.88909E+12,3.35759E+12,3.46985E+12,3.69085E+12,3.97729E+12,3.88833E+12,3.84641E+12
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47973.60762,46794.89929,46252.6893
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27199.04409,28368.54328,29178.63747,29908.13953,31333.8363,31794.09601,34160.34493,36287.48224,37802.38743,36815.84405,38952.6946,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55235.3663,55652.88749,54844.54597
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,258.4710399,269.0149848,304.564636,367.8213621,417.5080667,492.5440562,913.3938493,1081.166318,1217.064435,1077.662058,1299.345212,1549.462719,1587.560932,2361.090324,2012.264247,1774.074771,1971.956935,2074.290733,2260.860567,2246.625578,2205.529016
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1771.536555,1837.249337,1903.146739,1989.766216,2104.810525,2241.286612,2394.929848,2500.804218,2711.875351,2792.967834,2973.833422,3379.484599,3781.865529,5294.820028,5568.235957,5206.028871,4992.730339,5115.90675,5442.872147,5774.333813,5744.432344
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,4983024408,5314909954,6166330136,7632406553,8881368538,10744675210,20440893017,24827844950,28678701891,26048108185,32197272797,39337314810,41270954737,62823043706,54782847753,49406568433,56165172899,60406382899,67299280680,68337537816,68532281806
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1.30458E+11,1.36309E+11,1.54564E+11,2.0237E+11,2.40964E+11,2.47875E+11,2.73547E+11,3.18903E+11,3.55909E+11,3.31309E+11,2.97125E+11,2.82996E+11,2.42029E+11,2.38908E+11,2.35458E+11,1.95684E+11,1.93148E+11,1.99844E+11,2.12049E+11,2.05144E+11,1.88835E+11
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19133.75776,17647.23269
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19516.19722,20954.78185,22615.93561,23896.6057,25460.45274,25577.52411,28549.15174,29320.26482,30856.01184,30359.14946,27913.08919,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,30356.2664,27948.64973
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,2851610656,3040414278,2982247279,..
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,19004.10729,19275.47334,20652.87833,27459.76278,32023.45221,32489.78191,35458.12312,39780.95144,44367.05565,44918.56488,43988.33249,47186.98147,45936.76595,47535.58995,50484.92757,44536.40131,48181.87419,50766.59942,54270.82231,53041.30331,..
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,5056.977259,5041.012235,5213.795649,5682.705378,5741.653658,6645.985549,6658.223586,7212.986819,7832.349081,7290.834938,7258.166561,7291.74167,7444.089075,7789.632355,8370.040472,9096.538652,9628.259169,10152.83281,10466.88221,10827.43529,9261.551876
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7641.249426,7620.798346,7976.993849,8862.709776,9012.662648,10495.82836,10353.72049,11256.60551,11554.19864,10838.42919,10863.481,11116.74789,11163.81531,11887.35788,13042.05562,14151.90107,15025.68384,16217.49985,17231.51223,17580.90071,15283.25152
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061640741,1125685185,1166523556,1212694407,1042100556
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,21594.03969,22628.27869,24472.78202,26596.21479,26713.05839,27680.54996,29288.78186,30320.53859,31040.0843,31210.47029,32908.30677,33656.45357,34843.20557,35829.25036,36214.00692,36601.91988,36556.67491,38040.58699,34624.34013
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,..,..,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6060000000,6364000000,5844000000
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,1664.298958,1550.360366,1682.994501,1737.879287,1859.098363,2068.500129,2251.087963,2490.749127,2802.461962,2651.817123,2852.547327,3228.045741,3355.036919,3522.773706,3779.642336,3994.636913,4173.301666,4454.04815,4478.424646,4638.634943,4603.339617
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4763.660421,4863.446677,5013.51162,5124.388733,5313.306786,5541.980335,5894.584353,6310.611546,6518.3884,6476.425686,6618.190532,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8665.347261,9019.256062,8853.670021
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,19288827159,18405203853,20444205991,21576351799,23577286227,26783543667,29744368111,33567868323,38503862831,37125943565,40676432029,46876114650,49593961142,52996540704,57852399964,62186186576,66053725049,71654134379,73208583759,77020015201,77604632171
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,363.4822793,336.1540207,343.6026312,393.7396899,407.3009759,322.41554,453.4037133,659.992931,715.0965267,674.0854826,672.4249304,651.1361134,717.0505359,769.0031667,787.2385644,769.2554754,732.2915119,855.5752706,955.1112811,1058.143368,1194.037865
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1224.340936,1269.796115,1329.799399,1345.239122,1386.439596,1442.757648,1472.130323,1578.982725,1638.249241,1595.240561,1653.719436,1743.949109,1795.447808,1811.332518,1804.543283,1819.362343,2078.641003,2417.803795,2559.724766,2675.593695,2817.32238
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2995361141,2829435957,2950198649,3446441698,3635458133,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8595955581,10324668267,11857030337,13513809258,15681050917
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,308.9103184,319.9574494,333.0585793,372.0561949,405.0751184,436.4752202,430.0039403,493.7219932,599.9952372,559.4145709,558.1746681,703.6605673,616.375664,634.6620391,623.3130914,603.3993815,661.4578387,738.5499449,802.7673851,749.453747,727.5201717
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1072.509819,1096.477048,1078.803854,1080.24771,1113.757473,1169.453041,1203.450946,1245.397791,1278.246751,1298.201267,1338.981048,1439.283435,1355.313564,1364.38361,1378.23754,1597.204254,1746.752746,1925.237737,1947.59676,2021.301943,1948.802343
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,371095510,392621385.9,417806667.1,477458598.7,532062927.4,587029054.4,592365688.1,696910810.9,868154708.5,830126470,849878424.2,1099818652,989271229.6,1046087418,1054915645,1048229629,1179004941,1350177128,1504630121,1439638443,1431758243
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,954.4003181,955.6653806,974.9491933,997.2113729,1056.423886,1105.506825,3188.67316,3658.479967,4050.786237,4233.766143,4580.698762,4908.566448,5378.810878,5489.140726,5407.147366,5576.825852,5811.397924,6124.95367,6145.819277,6609.51128,6955.939217
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6014.278431,6299.055744,6474.788329,6550.231304,6826.286688,6897.719653,7469.200505,8219.836737,8510.448409,8896.994904,9319.392419,9987.421428,10479.77808,11023.22968,10951.79324,11198.30115,11296.76997,12005.4051,12777.16499,13635.42613,19704.58151
