Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
LE QUEST,10 Bukit Batok Street 41  #14-31,1,65,Strata,1056000,-,16246,1509,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,Private,23,65,657977,West Region,Bukit Batok
LE QUEST,6 Bukit Batok Street 41  #09-11,1,82,Strata,1291000,-,15744,1463,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,Private,23,65,657992,West Region,Bukit Batok
LE QUEST,10 Bukit Batok Street 41  #06-30,1,65,Strata,1025000,-,15769,1465,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,HDB,23,65,657977,West Region,Bukit Batok
LE QUEST,10 Bukit Batok Street 41  #12-31,1,65,Strata,1050000,-,16154,1501,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,Private,23,65,657977,West Region,Bukit Batok
LE QUEST,10 Bukit Batok Street 41  #12-32,1,91,Strata,1422000,-,15626,1452,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,HDB,23,65,657977,West Region,Bukit Batok
LE QUEST,10 Bukit Batok Street 41  #07-32,1,91,Strata,1402000,-,15407,1431,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,Private,23,65,657977,West Region,Bukit Batok
LE QUEST,10 Bukit Batok Street 41  #08-32,1,91,Strata,1406000,-,15451,1435,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,HDB,23,65,657977,West Region,Bukit Batok
LE QUEST,8 Bukit Batok Street 41  #16-23,1,142,Strata,1943000,-,13683,1271,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,N.A,23,65,657993,West Region,Bukit Batok
LE QUEST,2 Bukit Batok Street 41  #08-02,1,40,Strata,637000,-,15925,1479,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,N.A,23,65,657990,West Region,Bukit Batok
LE QUEST,12 Bukit Batok Street 41  #12-41,1,105,Strata,1552000,-,14781,1373,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,HDB,23,65,657978,West Region,Bukit Batok
LE QUEST,6 Bukit Batok Street 41  #07-17,1,46,Strata,706000,-,15348,1426,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,N.A,23,65,657992,West Region,Bukit Batok
LE QUEST,12 Bukit Batok Street 41  #07-41,1,105,Strata,1507000,-,14352,1333,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,HDB,23,65,657978,West Region,Bukit Batok
LE QUEST,2 Bukit Batok Street 41  #15-01,1,46,Strata,736000,-,16000,1486,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,HDB,23,65,657990,West Region,Bukit Batok
LE QUEST,6 Bukit Batok Street 41  #14-17,1,46,Strata,730000,-,15870,1474,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,HDB,23,65,657992,West Region,Bukit Batok
LE QUEST,6 Bukit Batok Street 41  #08-13,1,66,Strata,1054000,-,15970,1484,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,N.A,23,65,657992,West Region,Bukit Batok
LE QUEST,6 Bukit Batok Street 41  #15-13,1,66,Strata,1075000,-,16288,1513,19-May-18,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,HDB,23,65,657992,West Region,Bukit Batok
MERALODGE,83 Hillview Avenue  #05-09,1,165,Strata,1700000,-,10303,957,9-Mar-18,Condominium,Freehold,1997,Resale,Private,23,66,669583,West Region,Bukit Batok
MERALODGE,83 Hillview Avenue  #07-07,1,154,Strata,1730000,-,11234,1044,16-Jul-18,Condominium,Freehold,1997,Resale,Private,23,66,669583,West Region,Bukit Batok
MERALODGE,83 Hillview Avenue  #02-01,1,105,Strata,1200000,-,11429,1062,3-Jul-18,Condominium,Freehold,1997,Resale,Private,23,66,669583,West Region,Bukit Batok
MERALODGE,83 Hillview Avenue  #04-06,1,160,Strata,1875000,-,11719,1089,18-May-18,Condominium,Freehold,1997,Resale,Private,23,66,669583,West Region,Bukit Batok
MERALODGE,83 Hillview Avenue  #02-08,1,158,Strata,1620000,-,10253,953,16-May-18,Condominium,Freehold,1997,Resale,Private,23,66,669583,West Region,Bukit Batok
MERAWOODS,136 Hillview Avenue  #05-10,1,125,Strata,1428000,-,11424,1061,30-Apr-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669598,West Region,Bukit Batok
MERAWOODS,136 Hillview Avenue  #04-06,1,125,Strata,1310000,-,10480,974,12-Mar-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,HDB,23,66,669598,West Region,Bukit Batok
MERAWOODS,136A Hillview Avenue  #06-05,1,125,Strata,1290000,-,10320,959,22-Feb-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,HDB,23,66,669606,West Region,Bukit Batok
MERAWOODS,136A Hillview Avenue  #01-04,1,150,Strata,1500000,-,10000,929,5-Feb-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,HDB,23,66,669606,West Region,Bukit Batok
MERAWOODS,136 Hillview Avenue  #05-08,1,125,Strata,1305000,-,10440,970,26-Jan-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669598,West Region,Bukit Batok
MERAWOODS,136A Hillview Avenue  #02-01,1,190,Strata,2050000,-,10789,1002,12-Jan-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669606,West Region,Bukit Batok
MERAWOODS,136 Hillview Avenue  #02-09,1,125,Strata,1425000,-,11400,1059,20-Aug-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669598,West Region,Bukit Batok
MERAWOODS,136A Hillview Avenue  #02-06,1,125,Strata,1385000,-,11080,1029,13-Aug-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669606,West Region,Bukit Batok
MERAWOODS,136A Hillview Avenue  #10-05,1,132,Strata,1540000,-,11667,1084,13-Aug-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669606,West Region,Bukit Batok
MERAWOODS,136A Hillview Avenue  #05-06,1,125,Strata,1500000,-,12000,1115,2-Aug-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,HDB,23,66,669606,West Region,Bukit Batok
MERAWOODS,136C Hillview Avenue  #02-04,1,98,Strata,1188000,-,12122,1126,2-Jul-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669608,West Region,Bukit Batok
MERAWOODS,136A Hillview Avenue  #09-05,1,125,Strata,1570000,-,12560,1167,27-Nov-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669606,West Region,Bukit Batok
MERAWOODS,136C Hillview Avenue  #06-05,1,125,Strata,1450000,-,11600,1078,29-Jun-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669608,West Region,Bukit Batok
MERAWOODS,136B Hillview Avenue  #06-06,1,180,Strata,1950000,-,10833,1006,30-May-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669607,West Region,Bukit Batok
MERAWOODS,136C Hillview Avenue  #10-03,1,100,Strata,1150000,-,11500,1068,28-May-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669608,West Region,Bukit Batok
MERAWOODS,136C Hillview Avenue  #02-02,1,125,Strata,1370000,-,10960,1018,18-May-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669608,West Region,Bukit Batok
MERAWOODS,136B Hillview Avenue  #05-03,1,125,Strata,1368000,-,10944,1017,9-May-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669607,West Region,Bukit Batok
MONT BOTANIK RESIDENCE,2L Jalan Remaja  #03-11,1,65,Strata,1327600,-,20425,1897,24-Aug-18,Condominium,Freehold,Uncompleted,New Sale,Private,23,66,668729,West Region,Bukit Batok
MONT BOTANIK RESIDENCE,2L Jalan Remaja  #10-12,1,72,Strata,1597600,-,22189,2061,24-Aug-18,Condominium,Freehold,Uncompleted,New Sale,Private,23,66,668729,West Region,Bukit Batok
MONT BOTANIK RESIDENCE,2L Jalan Remaja  #07-10,1,65,Strata,1253700,-,19288,1792,18-Dec-18,Condominium,Freehold,Uncompleted,New Sale,N.A,23,66,668729,West Region,Bukit Batok
MONT BOTANIK RESIDENCE,2K Jalan Remaja  #09-01,1,72,Strata,1400000,-,19444,1806,9-Dec-18,Condominium,Freehold,Uncompleted,New Sale,N.A,23,66,668728,West Region,Bukit Batok
MONT BOTANIK RESIDENCE,2L Jalan Remaja  #05-12,1,72,Strata,1319200,-,18322,1702,1-Dec-18,Condominium,Freehold,Uncompleted,New Sale,Private,23,66,668729,West Region,Bukit Batok
MONT BOTANIK RESIDENCE,2L Jalan Remaja  #09-09,1,64,Strata,1171300,-,18302,1700,28-Nov-18,Condominium,Freehold,Uncompleted,New Sale,N.A,23,66,668729,West Region,Bukit Batok
MONT BOTANIK RESIDENCE,2L Jalan Remaja  #04-07,1,72,Strata,1355000,-,18819,1748,6-Nov-18,Condominium,Freehold,Uncompleted,New Sale,N.A,23,66,668729,West Region,Bukit Batok
MONTROSA,132 Hillview Avenue  #06-03,1,112,Strata,1050000,-,9375,871,29-Mar-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,HDB,23,66,669597,West Region,Bukit Batok
MONTROSA,132A Hillview Avenue  #09-02,1,110,Strata,1128000,-,10255,953,22-Mar-18,Condominium,999 Yrs From 12/10/1885,1999,Resale,Private,23,66,669604,West Region,Bukit Batok
N.A.,33 Elizabeth Drive,1,299,Land,2450000,-,8197,761,8-Mar-18,Terrace House,Freehold,Unknown,Resale,Private,23,66,669727,West Region,Bukit Batok
N.A.,5 Jalan Zamrud,1,209,Land,2500000,-,11990,1114,19-Jan-18,Terrace House,Freehold,Unknown,Resale,HDB,23,66,668601,West Region,Bukit Batok
N.A.,6 Jalan Intan,1,209,Land,2488000,-,11933,1109,8-Nov-18,Terrace House,Freehold,Unknown,Resale,Private,23,66,668766,West Region,Bukit Batok
N.A.,46 Chu Lin Road,1,307,Land,3928000,-,12795,1189,26-Jun-18,Semi-Detached House,999 Yrs From 12/10/1885,Unknown,Resale,HDB,23,66,669940,West Region,Bukit Batok
N.A.,13 Hillview Crescent,1,408,Land,5000000,-,12252,1138,23-May-18,Detached House,Freehold,2002,Resale,Private,23,66,669437,West Region,Bukit Batok
NATURA@HILLVIEW,22 Hillview Terrace  #09-22,1,59,Strata,818000,-,13864,1288,7-May-18,Apartment,Freehold,2015,Resale,HDB,23,66,669233,West Region,Bukit Batok
NATURA@HILLVIEW,22 Hillview Terrace  #06-24,1,49,Strata,719000,-,14673,1363,27-Apr-18,Apartment,Freehold,2015,Resale,HDB,23,66,669233,West Region,Bukit Batok
NATURA@HILLVIEW,22 Hillview Terrace  #10-21,1,97,Strata,1050000,-,10825,1006,13-Mar-18,Apartment,Freehold,2015,Resale,HDB,23,66,669233,West Region,Bukit Batok
NATURA@HILLVIEW,20 Hillview Terrace  #03-13,1,42,Strata,630000,-,15000,1394,12-Sep-18,Apartment,Freehold,2015,Resale,HDB,23,66,669231,West Region,Bukit Batok
NATURA@HILLVIEW,18 Hillview Terrace  #09-03,1,59,Strata,850000,-,14407,1338,19-Nov-18,Apartment,Freehold,2015,Resale,Private,23,66,669229,West Region,Bukit Batok
NATURA@HILLVIEW,18 Hillview Terrace  #06-02,1,50,Strata,735000,-,14700,1366,25-Oct-18,Apartment,Freehold,2015,Resale,HDB,23,66,669229,West Region,Bukit Batok
NATURA@HILLVIEW,20 Hillview Terrace  #09-09,1,49,Strata,700000,-,14286,1327,10-Oct-18,Apartment,Freehold,2015,Resale,Private,23,66,669231,West Region,Bukit Batok
PARC PALAIS,53 Hume Avenue  #08-03,1,91,Strata,1100000,-,12088,1123,30-Apr-18,Condominium,Freehold,1999,Resale,Private,21,59,598751,West Region,Bukit Batok
PARC PALAIS,47 Hume Avenue  #04-09,1,115,Strata,1300000,-,11304,1050,3-Apr-18,Condominium,Freehold,1999,Resale,Private,21,59,598748,West Region,Bukit Batok
PARC PALAIS,47 Hume Avenue  #06-09,1,115,Strata,1290000,-,11217,1042,28-Mar-18,Condominium,Freehold,1999,Resale,Private,21,59,598748,West Region,Bukit Batok
PARC PALAIS,49 Hume Avenue  #05-03,1,89,Strata,1050000,-,11798,1096,23-Mar-18,Condominium,Freehold,1999,Resale,Private,21,59,598749,West Region,Bukit Batok
PARC PALAIS,51 Hume Avenue  #01-02,1,121,Strata,1350000,-,11157,1037,9-Mar-18,Condominium,Freehold,1999,Resale,HDB,21,59,598750,West Region,Bukit Batok
PARC PALAIS,53 Hume Avenue  #01-08,1,100,Strata,1030000,-,10300,957,23-Feb-18,Condominium,Freehold,1999,Resale,Private,21,59,598751,West Region,Bukit Batok
PARC PALAIS,53 Hume Avenue  #05-08,1,89,Strata,950000,-,10674,992,23-Feb-18,Condominium,Freehold,1999,Resale,Private,21,59,598751,West Region,Bukit Batok
PARC PALAIS,47 Hume Avenue  #03-02,1,144,Strata,1580000,-,10972,1019,13-Feb-18,Condominium,Freehold,1999,Resale,Private,21,59,598748,West Region,Bukit Batok
PARC PALAIS,49 Hume Avenue  #03-04,1,112,Strata,1300000,-,11607,1078,8-Feb-18,Condominium,Freehold,1999,Resale,Private,21,59,598749,West Region,Bukit Batok
PARC PALAIS,57 Hume Avenue  #04-03,1,115,Strata,1300000,-,11304,1050,6-Feb-18,Condominium,Freehold,1999,Resale,HDB,21,59,598753,West Region,Bukit Batok
PARC PALAIS,47 Hume Avenue  #07-11,1,144,Strata,1600000,-,11111,1032,17-Jan-18,Condominium,Freehold,1999,Resale,HDB,21,59,598748,West Region,Bukit Batok
PARC PALAIS,57 Hume Avenue  #04-07,1,138,Strata,1480000,-,10725,996,4-Jan-18,Condominium,Freehold,1999,Resale,Private,21,59,598753,West Region,Bukit Batok
PARC PALAIS,53 Hume Avenue  #05-10,1,124,Strata,1600000,-,12903,1199,12-Sep-18,Condominium,Freehold,1999,Resale,Private,21,59,598751,West Region,Bukit Batok
PARC PALAIS,55 Hume Avenue  #10-06,1,140,Strata,1700000,-,12143,1128,19-Oct-18,Condominium,Freehold,1999,Resale,HDB,21,59,598752,West Region,Bukit Batok
PARC PALAIS,51 Hume Avenue  #08-03,1,91,Strata,1185000,-,13022,1210,5-Oct-18,Condominium,Freehold,1999,Resale,Private,21,59,598750,West Region,Bukit Batok
PARC PALAIS,55 Hume Avenue  #03-09,1,90,Strata,1162000,-,12911,1199,3-Oct-18,Condominium,Freehold,1999,Resale,HDB,21,59,598752,West Region,Bukit Batok
PARC PALAIS,57 Hume Avenue  #09-03,1,118,Strata,1680000,-,14237,1323,21-Jun-18,Condominium,Freehold,1999,Resale,HDB,21,59,598753,West Region,Bukit Batok
PARC PALAIS,51 Hume Avenue  #05-01,1,124,Strata,1600000,-,12903,1199,31-May-18,Condominium,Freehold,1999,Resale,Private,21,59,598750,West Region,Bukit Batok
PARC PALAIS,49 Hume Avenue  #08-03,1,91,Strata,1180000,-,12967,1205,23-May-18,Condominium,Freehold,1999,Resale,Private,21,59,598749,West Region,Bukit Batok
PARC PALAIS,47 Hume Avenue  #02-08,1,124,Strata,1500000,-,12097,1124,11-May-18,Condominium,Freehold,1999,Resale,Private,21,59,598748,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #03-26,1,104,Strata,785000,-,7548,701,24-Apr-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,3 Bukit Batok Street 25  #10-07,1,91,Strata,764000,-,8396,780,13-Apr-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658881,West Region,Bukit Batok
PARKVIEW APARTMENTS,3 Bukit Batok Street 25  #08-02,1,104,Strata,820000,-,7885,732,2-Apr-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658881,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #09-02,1,91,Strata,728000,-,8000,743,26-Mar-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #07-16,1,105,Strata,850000,-,8095,752,21-Mar-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #03-25,1,105,Strata,775000,-,7381,686,12-Mar-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #06-21,1,104,Strata,790000,-,7596,706,12-Mar-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,5 Bukit Batok Street 25  #03-12,1,101,Strata,720000,-,7129,662,21-Feb-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658880,West Region,Bukit Batok
PARKVIEW APARTMENTS,5 Bukit Batok Street 25  #13-04,1,91,Strata,765000,-,8407,781,14-Feb-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658880,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #10-16,1,108,Strata,780000,-,7222,671,31-Jan-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,5 Bukit Batok Street 25  #09-11,1,105,Strata,845000,-,8048,748,29-Jan-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658880,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #10-19,1,104,Strata,815000,-,7837,728,26-Sep-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #02-14,1,87,Strata,728000,-,8368,777,17-Sep-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,5 Bukit Batok Street 25  #02-06,1,91,Strata,685000,-,7527,699,27-Aug-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658880,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #11-24,1,87,Strata,725000,-,8333,774,27-Aug-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #12-09,1,104,Strata,840000,-,8077,750,16-Aug-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #05-23,1,87,Strata,720000,-,8276,769,23-Jul-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,5 Bukit Batok Street 25  #08-11,1,105,Strata,815000,-,7762,721,13-Jul-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658880,West Region,Bukit Batok
PARKVIEW APARTMENTS,5 Bukit Batok Street 25  #11-10,1,106,Strata,790000,-,7453,692,9-Jul-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658880,West Region,Bukit Batok
PARKVIEW APARTMENTS,5 Bukit Batok Street 25  #10-02,1,104,Strata,830000,-,7981,741,4-Dec-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658880,West Region,Bukit Batok
PARKVIEW APARTMENTS,3 Bukit Batok Street 25  #09-04,1,104,Strata,820000,-,7885,732,11-Oct-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658881,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #07-18,1,86,Strata,710000,-,8256,767,22-Jun-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #11-13,1,87,Strata,725000,-,8333,774,31-May-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #02-12,1,104,Strata,750000,-,7212,670,30-May-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #05-24,1,87,Strata,698000,-,8023,745,11-May-18,Apartment,99 Yrs From 01/05/1994,1998,Resale,HDB,23,65,658882,West Region,Bukit Batok
PAVILION PARK,20 Pavilion Rise,1,200,Land,2980000,-,14900,1384,20-Apr-18,Semi-Detached House,Freehold,2009,Resale,HDB,23,65,658655,West Region,Bukit Batok
PAVILION PARK,177 Pavilion Circle,1,162,Land,2880000,-,17800,1654,3-Apr-18,Terrace House,Freehold,2014,Resale,Private,23,65,658209,West Region,Bukit Batok
PAVILION PARK,37 Pavilion Place,1,215,Land,3000000,-,13953,1296,20-Mar-18,Terrace House,Freehold,2011,Resale,Private,23,65,658373,West Region,Bukit Batok
PAVILION PARK,50 Pavilion Place,1,150,Land,2690000,-,17933,1666,9-Mar-18,Terrace House,Freehold,2011,Resale,Private,23,65,658386,West Region,Bukit Batok
PAVILION PARK,18 Pavilion Street,1,200,Land,2900000,-,14500,1347,5-Mar-18,Semi-Detached House,Freehold,2003,Resale,HDB,23,65,658698,West Region,Bukit Batok
PAVILION PARK,48 Pavilion Place,1,150,Land,2630000,-,17533,1629,5-Mar-18,Terrace House,Freehold,2011,Resale,Private,23,65,658384,West Region,Bukit Batok
PAVILION PARK,36 Pavilion Green,1,221,Land,3100000,-,14002,1301,14-Feb-18,Terrace House,Freehold,2014,Resale,Private,23,65,658321,West Region,Bukit Batok
PAVILION PARK,43 Pavilion Green,1,203,Land,3208000,-,15842,1472,9-Feb-18,Terrace House,Freehold,2013,Resale,Private,23,65,658328,West Region,Bukit Batok
PAVILION PARK,63 Pavilion Place,1,150,Land,2538000,-,16920,1572,22-Jan-18,Terrace House,Freehold,2011,Resale,Private,23,65,658398,West Region,Bukit Batok
PAVILION PARK,2 Pavilion Green,1,317,Land,3630000,-,11466,1065,21-Sep-18,Terrace House,Freehold,2014,Resale,HDB,23,65,658287,West Region,Bukit Batok
PAVILION PARK,1 Pavilion Grove,1,200,Land,2950000,-,14750,1370,17-Sep-18,Semi-Detached House,Freehold,2003,Resale,Private,23,65,658593,West Region,Bukit Batok
PAVILION PARK,123 Pavilion Circle,1,243,Land,3050000,-,12562,1167,10-Sep-18,Terrace House,Freehold,2013,Resale,Private,23,65,658549,West Region,Bukit Batok
PAVILION PARK,95 Pavilion Circle,1,175,Land,2900000,-,16562,1539,23-Aug-18,Terrace House,Freehold,2013,Resale,Private,23,65,658535,West Region,Bukit Batok
PAVILION PARK,18 Pavilion Rise,1,200,Land,3118000,-,15590,1448,18-Jun-18,Semi-Detached House,Freehold,2009,Resale,HDB,23,65,658653,West Region,Bukit Batok
PAVILION PARK,8 Pavilion Green,1,150,Land,2680000,-,17855,1659,12-Jun-18,Terrace House,Freehold,2014,Resale,HDB,23,65,658293,West Region,Bukit Batok
PAVILION PARK,333 Pavilion Circle,1,156,Land,2708000,-,17337,1611,23-May-18,Terrace House,Freehold,2008,Resale,Private,23,65,658587,West Region,Bukit Batok
PHOENIX HEIGHTS,17 Phoenix Walk,1,359,Land,3800000,-,10579,983,7-Feb-18,Semi-Detached House,Freehold,1980,Resale,Private,23,66,668118,West Region,Bukit Batok
PHOENIX HEIGHTS,62 Phoenix Garden,1,167,Land,2348888,-,14074,1307,30-Jan-18,Terrace House,Freehold,1980,Resale,Private,23,66,668315,West Region,Bukit Batok
PHOENIX HEIGHTS,85B Phoenix Avenue,1,124,Strata,750000,-,6048,562,25-Jan-18,Apartment,99 Yrs From 01/01/1969,1980,Resale,Private,23,66,668385,West Region,Bukit Batok
PHOENIX HEIGHTS,8 Phoenix Garden,1,562,Land,5800000,-,10313,958,17-Dec-18,Detached House,Freehold,1980,Resale,Private,23,66,668276,West Region,Bukit Batok
REGENT HEIGHTS,52 Bukit Batok East Avenue 5  #23-03,1,108,Strata,935000,-,8657,804,7-May-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,Private,23,65,659802,West Region,Bukit Batok
REGENT HEIGHTS,50 Bukit Batok East Avenue 5  #24-03,1,108,Strata,950000,-,8796,817,4-May-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,Private,23,65,659801,West Region,Bukit Batok
REGENT HEIGHTS,56 Bukit Batok East Avenue 5  #26-02,1,139,Strata,1100000,-,7914,735,10-Apr-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659804,West Region,Bukit Batok
REGENT HEIGHTS,52 Bukit Batok East Avenue 5  #02-07,1,109,Strata,810000,-,7431,690,20-Mar-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,Private,23,65,659802,West Region,Bukit Batok
REGENT HEIGHTS,50 Bukit Batok East Avenue 5  #19-04,1,95,Strata,800000,-,8421,782,19-Mar-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659801,West Region,Bukit Batok
REGENT HEIGHTS,50 Bukit Batok East Avenue 5  #20-05,1,95,Strata,850000,-,8947,831,9-Mar-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659801,West Region,Bukit Batok
REGENT HEIGHTS,52 Bukit Batok East Avenue 5  #06-07,1,109,Strata,815000,-,7477,695,23-Feb-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659802,West Region,Bukit Batok
REGENT HEIGHTS,52 Bukit Batok East Avenue 5  #20-04,1,95,Strata,700000,-,7368,685,30-Jan-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659802,West Region,Bukit Batok
REGENT HEIGHTS,56 Bukit Batok East Avenue 5  #01-06,1,139,Strata,918000,-,6604,614,25-Jan-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,Private,23,65,659804,West Region,Bukit Batok
REGENT HEIGHTS,52 Bukit Batok East Avenue 5  #15-02,1,109,Strata,930000,-,8532,793,27-Aug-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,Private,23,65,659802,West Region,Bukit Batok
REGENT HEIGHTS,50 Bukit Batok East Avenue 5  #18-04,1,95,Strata,865000,-,9105,846,24-Jul-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,Private,23,65,659801,West Region,Bukit Batok
REGENT HEIGHTS,56 Bukit Batok East Avenue 5  #23-07,1,109,Strata,950000,-,8716,810,20-Jul-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659804,West Region,Bukit Batok
REGENT HEIGHTS,50 Bukit Batok East Avenue 5  #16-02,1,109,Strata,882000,-,8092,752,18-Jul-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659801,West Region,Bukit Batok
REGENT HEIGHTS,50 Bukit Batok East Avenue 5  #23-04,1,95,Strata,860000,-,9053,841,18-Jul-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,HDB,23,65,659801,West Region,Bukit Batok
REGENT HEIGHTS,50 Bukit Batok East Avenue 5  #25-01,1,95,Strata,800000,-,8421,782,17-Jul-18,Condominium,99 Yrs From 07/11/1995,1999,Resale,Private,23,65,659801,West Region,Bukit Batok
